user_id,song_id,listen_count,title,release,artist_name,year
0091e0326c4c034cc04be6454742912845740a1f,SOJGIUN12A6BD55B8E,16,The Curse Of Curves (Album Version),The Curse Of Curves,Cute Is What We Aim For,2007
0091e0326c4c034cc04be6454742912845740a1f,SOJJYDE12AF729FC16,3,Two Is Better Than One,Love Drunk,Boys Like Girls featuring Taylor Swift,2009
0091e0326c4c034cc04be6454742912845740a1f,SOJWBYS12A67AE17A1,14,Love Like Winter,DECEMBERUNDERGROUND,AFI,2006
0091e0326c4c034cc04be6454742912845740a1f,SOKANYX12A8C13A252,1,Say (All I Need),Dreaming Out Loud,OneRepublic,2007
0091e0326c4c034cc04be6454742912845740a1f,SOKPRFU12AC4688BA9,1,Moth's Wings,Manners,Passion Pit,2009
0091e0326c4c034cc04be6454742912845740a1f,SOKYJYU12AB0186429,4,You Found Me (Album Version),2010 Grammy Nominees,The Fray,0
0091e0326c4c034cc04be6454742912845740a1f,SOLEMPP12A8AE4640B,1,Halo (Explicit Album Version),The Blackening,Machine Head,0
0091e0326c4c034cc04be6454742912845740a1f,SOLGEXJ12A8C139C5D,9,About A Girl (Album Version),Fast Times At Barrington High,The Academy Is...,2008
0091e0326c4c034cc04be6454742912845740a1f,SOLZRQN12A8C138E34,1,Here's To The Night,Horrorscope,Eve 6,2000
0091e0326c4c034cc04be6454742912845740a1f,SOMKOKL12A8C14385D,18,Anxiety,Elephunk,Black Eyed Peas / Papa Roach,2004
0091e0326c4c034cc04be6454742912845740a1f,SOMMKEW12A58A80F00,16,Horchata,Contra,Vampire Weekend,2009
0091e0326c4c034cc04be6454742912845740a1f,SONMYSN12A6D4FB155,1,All These Things I Hate [revolve Around Me] [album Version],The Poison,Bullet For My Valentine,2005
0091e0326c4c034cc04be6454742912845740a1f,SONQEYS12AF72AABC9,14,Mr. Jones,Films About Ghosts (The Best Of Counting Crows),Counting Crows,1991
0091e0326c4c034cc04be6454742912845740a1f,SONRDGT12A6D4FAC84,6,The Guillotine (Album Version),Dying Is Your Latest Fashion,Escape The Fate,2006
0091e0326c4c034cc04be6454742912845740a1f,SOOHOAE12AF729D88B,69,Find You Waiting,DecembeRadio,DecembeRadio,2007
0091e0326c4c034cc04be6454742912845740a1f,SOOIWVW12A6D4FA72B,44,PS Don't Write,Heartbreak In Stereo,Pencey Prep,2002
0091e0326c4c034cc04be6454742912845740a1f,SOOLYZQ12A6D4FA5B7,9,Face Down (Album Version),Don't You Fake It,The Red Jumpsuit Apparatus,2008
0091e0326c4c034cc04be6454742912845740a1f,SOOMVIQ12A3F1EA127,16,Breathe,I-Empire,Angels and Airwaves,2007
0091e0326c4c034cc04be6454742912845740a1f,SOOQIWQ12A8C13BA8F,42,Jersey (Album),A Lesson In Romantics,Mayday Parade,2007
0091e0326c4c034cc04be6454742912845740a1f,SOPEDQQ12A58A7CD7F,1,Bleeding Mascara (Album Version),The Curse,Atreyu,2004
0091e0326c4c034cc04be6454742912845740a1f,SOPTDUI12A8C13A7B7,54,Carrion,Horizons [Deluxe Edition],Parkway Drive,2007
0091e0326c4c034cc04be6454742912845740a1f,SOPWWIR12A8C13A4B8,15,Tomorrow,Under My Skin/Let Go,Avril Lavigne,2002
0091e0326c4c034cc04be6454742912845740a1f,SOQDGUM12A8C13A26B,1,Prodigal,Dreaming Out Loud,OneRepublic,2007
0091e0326c4c034cc04be6454742912845740a1f,SOQFAUN12AB0182B90,13,Soco Amaretto Lime,Your Favorite Weapon,Brand New,2001
0091e0326c4c034cc04be6454742912845740a1f,SOQQAAQ12A67ADE34D,10,Welcome To The Black Parade (Album Version),The Black Parade,My Chemical Romance,2006
0091e0326c4c034cc04be6454742912845740a1f,SOQWVBM12AB0182B5F,3,Girl's Not Grey,Sing The Sorrow,AFI,2003
0091e0326c4c034cc04be6454742912845740a1f,SORBBFV12AB017D710,15,If It Means A Lot To You,Homesick [Special Edition],A Day To Remember,2009
0091e0326c4c034cc04be6454742912845740a1f,SOSCRAG12A6D4F96AE,20,Time To Dance (Album Version),A Fever You Can't Sweat Out,Panic! At The Disco,2005
0091e0326c4c034cc04be6454742912845740a1f,SOSDSUB12A6D4F5DC9,14,The Only Difference Between Martyrdom and Suicide Is Press Coverage (Tommie Sunshine Brooklyn Fire Remix),Snakes On A Plane [OST],Panic! At The Disco,2006
0091e0326c4c034cc04be6454742912845740a1f,SOSHJHA12AB0181410,14,The Downfall Of Us All,Homesick [Special Edition],A Day To Remember,2009
0091e0326c4c034cc04be6454742912845740a1f,SOSIZEN12A67020911,7,Away From The Sun,Away From The Sun,3 Doors Down,2002
0091e0326c4c034cc04be6454742912845740a1f,SOSNIVS12A6D4F7DF1,2,Say This Sooner,Southern Weather,The Almost,2007
0091e0326c4c034cc04be6454742912845740a1f,SOSOPTO12A8AE47E4A,16,Hero/Heroine,Boys Like Girls,Boys Like Girls,2006
0091e0326c4c034cc04be6454742912845740a1f,SOSWMGD12A67020955,15,Silver And Cold,Sing The Sorrow,AFI,2003
0091e0326c4c034cc04be6454742912845740a1f,SOTMIZG12AB017E6B3,18,The Resistance,New Surrender,Anberlin,2008
0091e0326c4c034cc04be6454742912845740a1f,SOTQUUJ12A8C141924,1,Scream Aim Fire,Scream Aim Fire,Bullet For My Valentine,2007
0091e0326c4c034cc04be6454742912845740a1f,SOUAZDS12A8C13BA91,7,If You Wanted A Song Written About You_ All You Had To Do Was Ask (Album),A Lesson In Romantics,Mayday Parade,2007
0091e0326c4c034cc04be6454742912845740a1f,SOURWJV12A8C13BA8C,28,Black Cat (Album),A Lesson In Romantics,Mayday Parade,2007
0091e0326c4c034cc04be6454742912845740a1f,SOVHUFT12AAA15FD32,4,Here (In Your Arms) (Radio Edit),Here (In Your Arms) (Radio Edit),Hellogoodbye;Elliott Yamin,0
0091e0326c4c034cc04be6454742912845740a1f,SOVJKGP12A8C13CF2E,16,Let The Flames Begin (Album Version),Riot!,Paramore,0
0091e0326c4c034cc04be6454742912845740a1f,SOVORDN12AF72A4E66,19,Whoa (Album Version),All We Know Is Falling,Paramore,0
0091e0326c4c034cc04be6454742912845740a1f,SOWHFRP12A58A7DD1D,16,Call To Arms,I-Empire,Angels and Airwaves,2007
0091e0326c4c034cc04be6454742912845740a1f,SOWKGCO12AC4687E42,1,A Lack Of Color (Album Version),The O.C. Vol. 2,Death Cab for Cutie,0
0091e0326c4c034cc04be6454742912845740a1f,SOWOZGK12AB01843AB,15,California English,Contra,Vampire Weekend,2010
0091e0326c4c034cc04be6454742912845740a1f,SOXACZF12A6D4FB153,6,Tears Don't Fall,The Poison,Bullet For My Valentine,2005
0091e0326c4c034cc04be6454742912845740a1f,SOYBHSI12A58A7D58B,15,Young,Swan Songs,Hollywood Undead,2008
0091e0326c4c034cc04be6454742912845740a1f,SOYJFDO12A8C13BAA1,18,Take This To Heart (Album),A Lesson In Romantics,Mayday Parade,2007
0091e0326c4c034cc04be6454742912845740a1f,SOYKOSN12A8C141858,11,Monster Mash,I Love The 60's - 1962,"Bobby ""Boris"" Pickett",1986
0091e0326c4c034cc04be6454742912845740a1f,SOYSITI12AB018B67B,75,The Stallion,The Pod,Ween,1991
0091e0326c4c034cc04be6454742912845740a1f,SOYTEUF12A8C1438E1,16,The Flood,This War Is Ours,Escape The Fate,2008
0091e0326c4c034cc04be6454742912845740a1f,SOYXRXB12A6D4FD264,1,Surrender,666 Live,Billy Talent,2006
0091e0326c4c034cc04be6454742912845740a1f,SOZPOZG12A6D4FA43F,10,Hey Girl,A Mark_ A Mission_ A Brand_ A Scar,Dashboard Confessional,2003
0091e0326c4c034cc04be6454742912845740a1f,SOZVCRW12A67ADA0B7,15,When You Were Young,When You  Were Young,The Killers,2006
1ed0333de1103e5a9b7a80d8aea6de7dd330ef4b,SOCBNJP12AC3DFA45A,1,The Loneliness And The Scream,The Winter of Mixed Drinks,Frightened Rabbit,2010
1ed0333de1103e5a9b7a80d8aea6de7dd330ef4b,SOCXCJU12AB0186CF6,1,Move (If You Wanna),Guilt,MIMS,2008
1ed0333de1103e5a9b7a80d8aea6de7dd330ef4b,SODFNPD12A6310F20A,1,Shine,Shine: The Best Of The Early Years,David Gray,0
1ed0333de1103e5a9b7a80d8aea6de7dd330ef4b,SOEBYTE12A8C14389C,2,Estoy AquÃ­,The Remixes,Shakira,1995
1ed0333de1103e5a9b7a80d8aea6de7dd330ef4b,SOGETEU12A8C1410AA,1,Beggin',Drive Time Anthems,Madcon,2007
1ed0333de1103e5a9b7a80d8aea6de7dd330ef4b,SOGPGBV12A6701EEE5,1,South Side,Play,Moby,1999
1ed0333de1103e5a9b7a80d8aea6de7dd330ef4b,SONGIPI12A8AE46162,1,Rayando el sol,Eclipse,ManÃ¡,1990
1ed0333de1103e5a9b7a80d8aea6de7dd330ef4b,SOOWNLO12A6D4F7A3C,1,When You Wish Upon A Star,The Magic Of Disney,Louis Armstrong,1968
1ed0333de1103e5a9b7a80d8aea6de7dd330ef4b,SOPTLQL12AB018D56F,1,Billionaire [feat. Bruno Mars]  (Explicit Album Version),Billionaire [feat. Bruno Mars],Travie McCoy,0
1ed0333de1103e5a9b7a80d8aea6de7dd330ef4b,SORWBEB12A58A78BF8,1,Dangerously In Love,Dangerously In Love,BeyoncÃ©,2003
1ed0333de1103e5a9b7a80d8aea6de7dd330ef4b,SOTZVHF12AB017DE33,1,I Don't Know,Sea Sew,Lisa Hannigan,2008
1ed0333de1103e5a9b7a80d8aea6de7dd330ef4b,SOUGMXP12AB017C76C,1,Octavo DÃ­a,Shakira MTV Unplugged,Shakira,1998
1ed0333de1103e5a9b7a80d8aea6de7dd330ef4b,SOZRIFX12A8C142691,2,TÃº,Shakira MTV Unplugged,Shakira,1998
4eeea689515addc860986d2f4c2965c2cb3ce4da,SOCVBFV12A6701FB94,1,Don't Speak,The Singles Collection,No Doubt,1995
4eeea689515addc860986d2f4c2965c2cb3ce4da,SOPTQQB12A8C133394,8,One Sweet Day,Greatest Hits,Mariah Carey feat. Boyz II Men,1995
a64f9708bd0ed52fd55ff996b5156aee42955bf9,SOCSOVM12A8C135DBF,2,Born Slippy,Classic Big Tunes,Underworld,1995
a64f9708bd0ed52fd55ff996b5156aee42955bf9,SOCTJIL12A67ADAF3F,1,Bury Your Head,Saosin EP,Saosin,2005
a64f9708bd0ed52fd55ff996b5156aee42955bf9,SOLVQOL12A8C1411CF,1,Beach Party,No Way Down,Air France,2006
a64f9708bd0ed52fd55ff996b5156aee42955bf9,SOMUCFP12A6701F28E,1,Playground Love,Playground Love,Air,0
a64f9708bd0ed52fd55ff996b5156aee42955bf9,SONFNJO12A8C136FD2,1,Worth Goin FED Fo (Explicit Album Version),Definition Of Real,Plies,2008
a64f9708bd0ed52fd55ff996b5156aee42955bf9,SOPVXJB12A6D4F47A1,2,Days Go By,Dirty Vegas,Dirty Vegas,2001
a64f9708bd0ed52fd55ff996b5156aee42955bf9,SOTMKZF12AB0187412,1,Infinity,xx,The xx,2009
a64f9708bd0ed52fd55ff996b5156aee42955bf9,SOVHZVI12A8C14398A,2,No Way Down,No Way Down,Air France,2008
a64f9708bd0ed52fd55ff996b5156aee42955bf9,SOWKQYL12AB0183B15,2,Whatcha Say,Whatcha Say,Jason Derulo,2009
a64f9708bd0ed52fd55ff996b5156aee42955bf9,SOYGKNI12AB0187E6E,1,All I Do Is Win (feat. T-Pain_ Ludacris_ Snoop Dogg & Rick Ross),Victory,DJ Khaled,2010
d155309644946ff69c0f92cc8fdce0afbf094058,SOCHRXB12A8AE48069,2,Let's Get It Started,Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness,Black Eyed Peas,2004
d155309644946ff69c0f92cc8fdce0afbf094058,SOFWNQX12A6D4FCE21,2,Go Go Gadget Flow (Explicit Album Version),Lupe Fiasco's The Cool,Lupe Fiasco,0
d155309644946ff69c0f92cc8fdce0afbf094058,SOFZSAT12AF72A0806,5,Youth Against Fascism,Dirty,Sonic Youth,1992
d155309644946ff69c0f92cc8fdce0afbf094058,SOGWUAY12AB0183CC0,6,Hotel St. George,Further Than Heaven,The Hassles Feat. Billy Joel,0
d155309644946ff69c0f92cc8fdce0afbf094058,SOLDUYB12A67020910,1,When I'm Gone,When I'm Gone Hit Pack,3 Doors Down,2002
d155309644946ff69c0f92cc8fdce0afbf094058,SOLHJSQ12AB018CE33,4,Un-thinkable (I'm Ready),The Element Of Freedom,Alicia Keys,2009
d155309644946ff69c0f92cc8fdce0afbf094058,SOMOFOP12AB01825DD,2,Until The End Of Time,Until The End Of Time - Duet with Beyonce,Justin Timberlake duet with Beyonce,2006
d155309644946ff69c0f92cc8fdce0afbf094058,SOMYXWV12A8C14232E,1,What Goes Around...Comes Around,What Goes Around... Comes Around,Justin Timberlake,2007
9e0a1c9bba99edbb636827d2a94383c252e99ddd,SOCELEG12AF72A7052,1,Freakum Dress,B'Day Deluxe Edition,BeyoncÃ©,2006
9e0a1c9bba99edbb636827d2a94383c252e99ddd,SOJMUUU12A8C137A4F,1,Me & Mr Jones,Me & Mr Jones,Amy Winehouse,2006
9e0a1c9bba99edbb636827d2a94383c252e99ddd,SOLYCOX12A8C1466E8,1,LoveStoned/I Think She Knows,LoveStoned/I Think She Knows Remixes,Justin Timberlake,2007
9e0a1c9bba99edbb636827d2a94383c252e99ddd,SOMRYYN12A6310F0F3,2,In My Place,A Rush Of Blood To The Head,Coldplay,2001
9e0a1c9bba99edbb636827d2a94383c252e99ddd,SOMRZNS12AF72AADC5,1,No Regrets,I've Been Expecting You,Robbie Williams,1998
9e0a1c9bba99edbb636827d2a94383c252e99ddd,SOMWCVL12AF729E81A,1,Bones,Bones,The Killers,2006
9e0a1c9bba99edbb636827d2a94383c252e99ddd,SOOKZPI12A67AD9549,1,Sam's Town,Sam's Town,The Killers,2006
9e0a1c9bba99edbb636827d2a94383c252e99ddd,SOOVFYS12A81C23135,1,Violet Hill,Brit Awards 2009,Coldplay,2008
9e0a1c9bba99edbb636827d2a94383c252e99ddd,SOPQLBY12A6310E992,1,Creep (Explicit),Pablo Honey,Radiohead,1993
9e0a1c9bba99edbb636827d2a94383c252e99ddd,SOSVPIE12A6D4FA873,1,Shiver,Parachutes,Coldplay,2000
9e0a1c9bba99edbb636827d2a94383c252e99ddd,SOWEZWN12AB0187753,1,Sunshine,When The World Comes Down,The All-American Rejects,2008
09c6f1ada09d014baee07a3f61e8c73f546d43be,SOAKWHP12AB018A3F8,3,The Shark,One Offs Remixes And B Sides,Bonobo,2000
09c6f1ada09d014baee07a3f61e8c73f546d43be,SOJCAHF12A6701E955,2,Milk It,In Utero,Nirvana,0
09c6f1ada09d014baee07a3f61e8c73f546d43be,SOJQEQA12A8C134724,1,Johnny B. Goode,Honorary Citizen,Peter Tosh,1983
09c6f1ada09d014baee07a3f61e8c73f546d43be,SOMGIYR12AB0187973,1,Behind The Sea [Live In Chicago],Live In Chicago,Panic At The Disco,0
09c6f1ada09d014baee07a3f61e8c73f546d43be,SONISOL12A8C13CDD3,1,Let Me Be,Food In The Belly,Xavier Rudd,2004
09c6f1ada09d014baee07a3f61e8c73f546d43be,SONZTEN12A8C136B8C,1,2080,All Hour Cymbals,Yeasayer,2007
09c6f1ada09d014baee07a3f61e8c73f546d43be,SOOYYKJ12A8C13CDDC,1,Messages,Food In The Belly,Xavier Rudd,2005
09c6f1ada09d014baee07a3f61e8c73f546d43be,SOOZQNS12A8C13B646,1,Come Let Go,White Moth,Xavier Rudd,2007
09c6f1ada09d014baee07a3f61e8c73f546d43be,SOQACEU12A58A78E0D,1,and then patterns,Everything Ecstatic,Four Tet,2005
09c6f1ada09d014baee07a3f61e8c73f546d43be,SOVMADB12A8C137B96,2,Encore Break,Live At Benaroya Hall - Oct.22_ 2003,Pearl Jam,2009
09c6f1ada09d014baee07a3f61e8c73f546d43be,SOYYCCP12A6701E050,1,Waltz #2 (XO),XO,Elliott Smith,0
09c6f1ada09d014baee07a3f61e8c73f546d43be,SOZYUGZ12A8AE472AC,1,For What It's Worth,The Best Of Buffalo Springfield: Retrospective,Buffalo Springfield,1967
737ad7ddf97bc2051ccc0051187a5ec0b2425cbf,SOAIDAS12A6D4F6749,1,Amor Prohibido,Amor Prohibido,Selena,0
737ad7ddf97bc2051ccc0051187a5ec0b2425cbf,SOALPQQ12A6701F302,1,Put Your Head On My Shoulder (Album Version),Michael BublÃ©,Michael BublÃ©,2003
737ad7ddf97bc2051ccc0051187a5ec0b2425cbf,SOBEOYA12AB0186F10,10,I.nner Indulgence,D.e.v.o.l.u.t.i.o.n.,DESTRUCTION,2008
737ad7ddf97bc2051ccc0051187a5ec0b2425cbf,SOBOAFP12A8C131F36,1,Lucky (Album Version),We Sing.  We Dance.  We Steal Things.,Jason Mraz & Colbie Caillat,0
737ad7ddf97bc2051ccc0051187a5ec0b2425cbf,SOCWMNH12A6D4F8013,1,La Carcacha,Mis Mejores Canciones - 17 Super Exitos,Selena,2005
737ad7ddf97bc2051ccc0051187a5ec0b2425cbf,SONQCXC12A6D4F6A37,5,Strut (1993 Digital Remaster),The World Of Sheena Easton - The Singles,Sheena Easton,0
737ad7ddf97bc2051ccc0051187a5ec0b2425cbf,SOSJCUF12AB0180EBB,1,"Music Sounds Better With You (12"" Club Mix)",Pacha Classics,Stardust,0
737ad7ddf97bc2051ccc0051187a5ec0b2425cbf,SOUKUMP12A8C13952E,1,Como La Flor,Unforgettable,Selena Y Los Dinos,0
737ad7ddf97bc2051ccc0051187a5ec0b2425cbf,SOUSMXX12AB0185C24,7,OMG,OMG - The Remixes,Usher featuring will.i.am,2010
737ad7ddf97bc2051ccc0051187a5ec0b2425cbf,SOVMADB12A8C137B96,2,Encore Break,Live At Benaroya Hall - Oct.22_ 2003,Pearl Jam,2009
737ad7ddf97bc2051ccc0051187a5ec0b2425cbf,SOVXGAJ12A6310E850,1,Laura,Laura,Scissor Sisters,2003
737ad7ddf97bc2051ccc0051187a5ec0b2425cbf,SOZDTJE12A6701F2FE,1,For Once In My Life (Album Version),Michael BublÃ©,Michael BublÃ©,2003
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOBNJSO12A8C13F327,2,Sitting On The Curb (LP Version),Kona Town,Pepper,2002
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOBPKPW12A6701E8F9,1,'Till I Collapse,The Eminem Show,Eminem / Nate Dogg,2002
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOBQXRB12AB01834D2,4,My Mom,Relapse: Refill,Eminem,2009
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOCLCYG12A6D4FDC71,2,Point/Counterpoint (Album Version),Everything Goes Numb,Streetlight Manifesto,2003
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOCRHFJ12A67021D74,3,El Scorcho,Pinkerton,Weezer,1996
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOCVOVH12A6D4FB912,11,Keasbey Nights (LP Version),Keasbey Nights,Streetlight Manifesto,2006
22dc4c69af5c8bbc63304baef68e91f288b0f677,SODEVXZ12A67020A45,4,Diamonds From Sierra Leone,Late Registration,Kanye West / Jay-Z,2005
22dc4c69af5c8bbc63304baef68e91f288b0f677,SODXQBE12A6701C80C,1,The Kiss,The Eminem Show,Eminem,2002
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOEDKTW12AF72A9F47,1,Curtains Close,The Eminem Show,Eminem,2002
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOEWPFY12AF729F7FC,1,Say What You Say,The Eminem Show,Eminem / Dr. Dre,2002
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOFDKZO12AF72A652C,1,Foxtrot Uniform Charlie Kilo,Hefty Fine,Bloodhound Gang,2005
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOFWNQX12A6D4FCE21,2,Go Go Gadget Flow (Explicit Album Version),Lupe Fiasco's The Cool,Lupe Fiasco,0
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOGACYC12A8C13C528,28,Swing Life Away (Acoustic),Punk Goes Acoustic,Rise Against,0
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOGDDKR12A6701E8FA,2,My Dad's Gone Crazy,The Eminem Show,Eminem / Hailie Jade,2006
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOGNMHW12A6D4F92EC,2,Ball & Chain (Album),Live At The Roxy,Social Distortion,1998
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOGOSHO12AB0184D38,1,Crack A Bottle,Relapse [Deluxe],Eminem / Dr. Dre / 50 Cent,0
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOGOZLT12A6D4FB302,1,Teenagers (Album Version),The Black Parade,My Chemical Romance,2006
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOGTWNK12AB018C396,2,Captain Kelly's Kitchen,Live on Lansdowne_ Boston MA,Dropkick Murphys,2005
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOGXSWA12A6D4FBC99,8,Fighters (feat. Matthew Santos) (Amended Album Version),Lupe Fiasco's The Cool,Lupe Fiasco feat. Matthew Santos,0
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOHEMBB12A6701E907,2,Superman,The Eminem Show,Eminem / Dina Rae,2003
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOHJWXN12A6D4F8AF8,2,Demolition Lovers,I Brought You My Bullets_ You Brought Me Your Love,My Chemical Romance,2002
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOHRQFL12A6D4F3C8A,1,Terre Promise,77 Souter'1 Vol.2,O'Rosko Raricim,0
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOHUETB12A6D4FA4CB,9,The Shadow Of Your Smile,Verve Jazz Masters 14,Wes Montgomery,1994
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOHWWGR12A8C1360E9,2,It's My Job To Keep Punk Rock Elite,So Long & Thanks For All The Shoes,NOFX,1997
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOHYSXA12AB0186704,2,Mockingbird,R&B 2006,Eminem,2004
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOIDEEX12AF72ACB24,3,Baby's Got Sauce,G. Love And Special Sauce,G. Love & Special Sauce,1994
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOINHHV12A8C140860,1,Bandelero,Winter Tour '05 - '06,Slightly Stoopid,2005
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOINPKF12A6D4FDC75,1,A Better Place_ A Better Time (Album Version),Everything Goes Numb,Streetlight Manifesto,2003
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOIVTJW12A58A7DB88,2,Kiss Me,Teenage dirtbag,New Found Glory,2007
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOJIDVJ12AF729C7C4,2,Mellow Mood,Winter Tour '05 - '06,Slightly Stoopid,2004
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOJOIWK12AF729FAA2,4,Make You Smile,When Your Heart Stops Beating,44,2006
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOJOWDM12A8C1391B3,3,Linoleum,Punk In Drublic,NOFX,1994
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOJRFWQ12AB0183582,2,Dance_ Dance,Dance_ Dance,Fall Out Boy,0
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOKBTQU12A8C1360FE,2,All Outta Angst,So Long & Thanks For All The Shoes,NOFX,1997
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOKMPDP12AB017BC0D,2,(If You're Wondering If I Want You To) I Want You To,Raditude,Weezer,2009
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOKQZYZ12A58A7767E,2,Ocean Avenue,Ocean Avenue,Yellowcard,2003
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOKRZKH12A6D4F7DAC,10,Walk Through The World (RemasteredLP Version),The Very Best Of Marc Cohn [Digital Version],MARC COHN,0
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOKUECJ12A6D4F6129,2,Somebody Told Me,Hot Fuss,The Killers,2004
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOLGBMJ12A8C13941A,1,Hellbound,Dr. Dre 2004,J-Black & Masta Ace,2004
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOLHBSH12A6D4F7FC3,3,Viva La White Girl (Album Version),As Cruel As School Children,Gym Class Heroes,2006
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOLHNZY12A6D4FBCB5,2,My Little Brother,Bang Bang Rock & Roll,Art Brut,2004
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOMDYGZ129F08286DF,4,The Die (feat. GemStones) (Amended Album Version),Lupe Fiasco's The Cool,Lupe Fiasco feat. GemStones,0
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOMTWFZ12AB0184E46,29,Spaceship,The College Dropout,Kanye West / GLC / Consequence,2003
22dc4c69af5c8bbc63304baef68e91f288b0f677,SONCBGG12AB0183F8E,1,Video Killed The Radio Star,Pure Frosting,The Presidents of the United States of America,1998
22dc4c69af5c8bbc63304baef68e91f288b0f677,SONNSYV12A8C146BEC,2,Float On,Float On,Modest Mouse,2003
22dc4c69af5c8bbc63304baef68e91f288b0f677,SONYVNA12AF72A3AF8,2,Dinosaurs Will Die,Pump Up The Valuum,NOFX,2000
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOOLULU12A6701FBC4,1,My Name Is,The Slim Shady LP,Eminem,1999
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOOMTDM12AB01804ED,1,Numb / Encore [Live At Milton Keynes],Road To Revolution: Live At Milton Keynes,Jay-Z / Linkin Park,0
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOOROCA12AF72A07D1,2,If I Ever Leave This World Alive,Music From The Motion Picture P.S. Ich liebe Dich,Flogging Molly,1997
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOPCTBB12AF72A1B64,1,Hailie's Song,The Eminem Show,Eminem,2002
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOPJJOP12A6D4F5B88,1,Any Man,Rawkus Presents Soundbombing II,Eminem,1999
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOPTLQL12AB018D56F,1,Billionaire [feat. Bruno Mars]  (Explicit Album Version),Billionaire [feat. Bruno Mars],Travie McCoy,0
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOPWSTE12A8C13D2D2,1,The General,Bang Bang,Dispatch,2000
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOPWVUB12A8C1386EE,6,Eat The Meek,So Long & Thanks For All The Shoes,NOFX,1997
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOQAECM12AF729D791,2,Story Of A Lonely Guy,Take Off Your Pants And Jacket,Blink-182,1999
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOQSTMS12A58A7AC66,1,All Summer Long (Album Version),Rock N Roll Jesus,Kid Rock,2008
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOQXRUN12AC4689E24,1,Don't Trust The Kids,Blackouts,Ashra,1978
22dc4c69af5c8bbc63304baef68e91f288b0f677,SORIJZB12A8C141241,4,Guilty As Charged [feat. Estelle] (Explicit Album Version),The Quilt,Gym Class Heroes,2008
22dc4c69af5c8bbc63304baef68e91f288b0f677,SORWGRQ12A8C13FFA1,7,King Without A Crown,Youth,Matisyahu,2004
22dc4c69af5c8bbc63304baef68e91f288b0f677,SORWLTW12A670208FA,2,The Middle,Bleed American,Jimmy Eat World,2001
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOSBJSU12A8C138469,1,Time Bomb (Album Version),...And Out Come The Wolves,Rancid,0
22dc4c69af5c8bbc63304baef68e91f288b0f677,SOSJTOL12A6D4FB4CD,1,Criminal,The Marshall Mathers LP,Eminem,2000
